yr,plt,fg,sp,bio
2014,70,AF,COCA5,0
2014,70,AF,CRSE11,0
2014,70,AF,EPBR3,0
2014,70,AF,ERBO,111.56
2014,70,AF,ERCI6,0
2014,70,AF,GEDI,0
2014,70,AF,HECOL3,0
2014,70,AF,HYGL2,0
2014,70,AF,KISP,0
2014,70,AF,LASE,0
2014,70,AF,LIHY3,0
2014,70,AF,LOGA2,0
2014,70,AF,MADI6,0
2014,70,AF,MAGR3,0
2014,70,AF,PAVI3,0
2014,70,AF,PIEC,0
2014,70,AF,PSLU6,0
2014,70,AF,SEVU,0
2014,70,AF,SOAS,0
2014,70,AF,TOAR,0
2014,70,AF,UNER,0
2014,70,AF,UNEU,0
2014,70,AF,UNFOA,0
2014,70,AF,UNGA,0
2014,70,AF,URPI,0
2014,70,AG,AICA,0
2014,70,AG,AVBA,39.65
2014,70,AG,AVFA,35.6
2014,70,AG,BRCO4,0
2014,70,AG,BRDI2,0
2014,70,AG,BRDI3,0
2014,70,AG,BRHO2,8.87
2014,70,AG,BRMA,0
2014,70,AG,BRMA3,0
2014,70,AG,BRMI2,0
2014,70,AG,GAPH2,0
2014,70,AG,HOMAG,0
2014,70,AG,JUBU,0
2014,70,AG,LOPEM2,0.35
2014,70,AG,UNAV,9.72
2014,70,AG,UNFE,0
2014,70,AG,UNGRA,39.72
2014,70,AG,UNHO,0
2014,70,AG,UNRS,0
2014,70,AG,UNSENAG,0
2014,70,AG,VUBR,0
2014,70,LITR,LITR,137.66
2014,70,MISC,BAPI,0
2014,70,MISC,GEMO2,0
2014,70,MISC,PIAT4,0
2014,70,MISC,QUAG,0
2014,70,MISC,QULO,0
2014,70,MISC,TODI,0
2014,70,MISC,UN,0
2014,70,MISC,UNAP,0
2014,70,MISC,UNAS,0
2014,70,MISC,UNBR,0
2014,70,MISC,UNFO,0
2014,70,MISC,UNGR,0
2014,70,MISC,UNSEN,0
2014,70,NF,LOPU3,0
2014,70,NF,MEPO3,0
2014,70,NF,TRDU2,27.38
2014,70,NF,TRHI4,0
2014,70,NF,TRSU3,0
2014,70,NF,UNLU,0
2014,70,NF,UNTR,0
2014,70,NF,VISA,2.2
2014,70,NF,VITE,0
2014,70,PF,CAOV4,0
2014,70,PF,CIVU,0
2014,70,PF,COAR4,0
2014,70,PF,CRVET,1.35
2014,70,PF,DISA9,0
2014,70,PF,PLLA,0
2014,70,PF,PSCA13,0
2014,70,PF,RUAC3,0
2014,70,PF,RUCR,0
2014,70,PF,SIBE,0
2014,70,PF,UNPL,0
2014,70,PF,UNRU,0
2014,70,PF,WYAN,0
2014,70,PG,DACA3,0
2014,70,PG,DACA3_S,0
2014,70,PG,ELGL,0
2014,70,PG,ELGL_S,0
2014,70,PG,ELMU3,0
2014,70,PG,NAPU4,0
2014,70,PG,NAPU4_S,3.33
2014,70,PG,PHAQ,0
2014,70,PG,UNGRP,0
2014,70,PG,UNGRPS,0
2014,70,PG,UNSENPG,0
2014,71,AF,ANAR,0
2014,71,AF,CAPY2,0
2014,71,AF,CEDA,0
2014,71,AF,CEGL2,0
2014,71,AF,CESO3,0
2014,71,AF,COCA5,0
2014,71,AF,CRSE11,0
2014,71,AF,EPBR3,0
2014,71,AF,ERBO,233.62
2014,71,AF,ERCI6,0
2014,71,AF,GEDI,3.12
2014,71,AF,HECOL3,0
2014,71,AF,HYGL2,0
2014,71,AF,KISP,0
2014,71,AF,LASE,0
2014,71,AF,LIHY3,0
2014,71,AF,LOGA2,0
2014,71,AF,MADI6,0
2014,71,AF,MAGR3,0
2014,71,AF,PAVI3,0
2014,71,AF,PIEC,0
2014,71,AF,PSLU6,0
2014,71,AF,SEVU,0
2014,71,AF,SOAS,0
2014,71,AF,TOAR,0
2014,71,AF,UNER,0
2014,71,AF,UNEU,0
2014,71,AF,UNFOA,0
2014,71,AF,UNGA,0
2014,71,AF,URPI,0
2014,71,AG,AICA,0
2014,71,AG,AVBA,33.9
2014,71,AG,AVFA,25.53
2014,71,AG,BRCO4,0
2014,71,AG,BRDI2,0
2014,71,AG,BRDI3,0
2014,71,AG,BRHO2,12.62
2014,71,AG,BRMA,0
2014,71,AG,BRMA3,0
2014,71,AG,BRMI2,0
2014,71,AG,GAPH2,0
2014,71,AG,HOMAG,0
2014,71,AG,JUBU,0
2014,71,AG,LOPEM2,1.63
2014,71,AG,UNAV,4.61
2014,71,AG,UNFE,0
2014,71,AG,UNGRA,21.77
2014,71,AG,UNHO,0
2014,71,AG,UNRS,0
2014,71,AG,UNSENAG,0
2014,71,AG,VUBR,1.63
2014,71,LITR,LITR,112.06
2014,71,MISC,BAPI,0
2014,71,MISC,GEMO2,0
2014,71,MISC,PIAT4,0
2014,71,MISC,QUAG,0
2014,71,MISC,QULO,0
2014,71,MISC,TODI,0
2014,71,MISC,UN,0
2014,71,MISC,UNAP,0
2014,71,MISC,UNAS,0
2014,71,MISC,UNBR,0
2014,71,MISC,UNFO,0
2014,71,MISC,UNGR,0
2014,71,MISC,UNSEN,0
2014,71,NF,LOPU3,0
2014,71,NF,MEPO3,0
2014,71,NF,TRDU2,39.29
2014,71,NF,TRHI4,0
2014,71,NF,TRSU3,0
2014,71,NF,UNLU,0
2014,71,NF,UNTR,0
2014,71,NF,VISA,0
2014,71,NF,VITE,0
2014,71,PF,CAOV4,0
2014,71,PF,CIVU,0
2014,71,PF,COAR4,0
2014,71,PF,CRVET,0
2014,71,PF,DISA9,0
2014,71,PF,PLLA,0
2014,71,PF,PSCA13,0
2014,71,PF,RUAC3,0
2014,71,PF,RUCR,0
2014,71,PF,SIBE,0
2014,71,PF,UNPL,0
2014,71,PF,UNRU,0
2014,71,PF,WYAN,0
2014,71,PG,DACA3,0
2014,71,PG,DACA3_S,0
2014,71,PG,ELGL,0
2014,71,PG,ELGL_S,0
2014,71,PG,ELMU3,0
2014,71,PG,NAPU4,0
2014,71,PG,NAPU4_S,0.64
2014,71,PG,PHAQ,0
2014,71,PG,UNGRP,0
2014,71,PG,UNGRPS,0
2014,71,PG,UNSENPG,0
2014,72,AF,ANAR,0
2014,72,AF,CAPY2,0
2014,72,AF,CEDA,0
2014,72,AF,CEGL2,0
2014,72,AF,CESO3,0
2014,72,AF,COCA5,0
2014,72,AF,CRSE11,0
2014,72,AF,EPBR3,0
2014,72,AF,ERBO,38.09
2014,72,AF,ERCI6,0
2014,72,AF,GEDI,5.18
2014,72,AF,HECOL3,0
2014,72,AF,HYGL2,0
2014,72,AF,KISP,0
2014,72,AF,LASE,0
2014,72,AF,LIHY3,0
2014,72,AF,LOGA2,0
2014,72,AF,MADI6,0
2014,72,AF,MAGR3,0
2014,72,AF,PAVI3,0
2014,72,AF,PIEC,0
2014,72,AF,PSLU6,0
2014,72,AF,SEVU,0
2014,72,AF,SOAS,0
2014,72,AF,TOAR,0
2014,72,AF,UNER,0
2014,72,AF,UNEU,0
2014,72,AF,UNFOA,0
2014,72,AF,UNGA,0
2014,72,AF,URPI,0
2014,72,AG,AICA,0
2014,72,AG,AVBA,54.33
2014,72,AG,AVFA,0
2014,72,AG,BRCO4,0
2014,72,AG,BRDI2,0
2014,72,AG,BRDI3,0
2014,72,AG,BRHO2,106.38
2014,72,AG,BRMA,0
2014,72,AG,BRMA3,0
2014,72,AG,BRMI2,0
2014,72,AG,GAPH2,0
2014,72,AG,HOMAG,0
2014,72,AG,JUBU,0
2014,72,AG,LOPEM2,0
2014,72,AG,UNAV,0
2014,72,AG,UNFE,0
2014,72,AG,UNGRA,0
2014,72,AG,UNHO,0
2014,72,AG,UNRS,0
2014,72,AG,UNSENAG,0
2014,72,AG,VUBR,0
2014,72,LITR,LITR,48.65
2014,72,MISC,BAPI,0
2014,72,MISC,GEMO2,0
2014,72,MISC,PIAT4,0
2014,72,MISC,QUAG,0
2014,72,MISC,QULO,0
2014,72,MISC,TODI,0
2014,72,MISC,UN,0
2014,72,MISC,UNAP,0
2014,72,MISC,UNAS,0
2014,72,MISC,UNBR,0
2014,72,MISC,UNFO,0
2014,72,MISC,UNGR,0
2014,72,MISC,UNSEN,12.62
2014,72,NF,LOPU3,0
2014,72,NF,MEPO3,0
2014,72,NF,TRDU2,0
2014,72,NF,TRHI4,0
2014,72,NF,TRSU3,0
2014,72,NF,UNLU,0
2014,72,NF,UNTR,0
2014,72,NF,VISA,0
2014,72,NF,VITE,0
2014,72,PF,CAOV4,0
2014,72,PF,CIVU,0
2014,72,PF,COAR4,0
2014,72,PF,CRVET,0
2014,72,PF,DISA9,0
2014,72,PF,PLLA,0
2014,72,PF,PSCA13,0
2014,72,PF,RUAC3,0
2014,72,PF,RUCR,0
2014,72,PF,SIBE,0
2014,72,PF,UNPL,0
2014,72,PF,UNRU,0
2014,72,PF,WYAN,0
2014,72,PG,DACA3,0
2014,72,PG,DACA3_S,0
2014,72,PG,ELGL,0
2014,72,PG,ELGL_S,0
2014,72,PG,ELMU3,0
2014,72,PG,NAPU4,0
2014,72,PG,NAPU4_S,0
2014,72,PG,PHAQ,0
2014,72,PG,UNGRP,0
2014,72,PG,UNGRPS,0
2014,72,PG,UNSENPG,0
2014,73,AF,ANAR,0
2014,73,AF,CAPY2,0
2014,73,AF,CEDA,0
2014,73,AF,CEGL2,0
2014,73,AF,CESO3,0
2014,73,AF,COCA5,0
2014,73,AF,CRSE11,0
2014,73,AF,EPBR3,0
2014,73,AF,ERBO,129.36
2014,73,AF,ERCI6,0
2014,73,AF,GEDI,7.09
2014,73,AF,HECOL3,0
2014,73,AF,HYGL2,0
2014,73,AF,KISP,0
2014,73,AF,LASE,0
2014,73,AF,LIHY3,0
2014,73,AF,LOGA2,0
2014,73,AF,MADI6,0
2014,73,AF,MAGR3,0
2014,73,AF,PAVI3,0
2014,73,AF,PIEC,0
2014,73,AF,PSLU6,0
2014,73,AF,SEVU,0
2014,73,AF,SOAS,0
2014,73,AF,TOAR,0
2014,73,AF,UNER,0
2014,73,AF,UNEU,0
2014,73,AF,UNFOA,0
2014,73,AF,UNGA,0
2014,73,AF,URPI,0
2014,73,AG,AICA,0
2014,73,AG,AVBA,35.18
2014,73,AG,AVFA,33.76
2014,73,AG,BRCO4,0
2014,73,AG,BRDI2,0
2014,73,AG,BRDI3,0
2014,73,AG,BRHO2,13.26
2014,73,AG,BRMA,0
2014,73,AG,BRMA3,0
2014,73,AG,BRMI2,0
2014,73,AG,GAPH2,0
2014,73,AG,HOMAG,0
2014,73,AG,JUBU,0
2014,73,AG,LOPEM2,0
2014,73,AG,UNAV,31.7
2014,73,AG,UNFE,0
2014,73,AG,UNGRA,0
2014,73,AG,UNHO,0
2014,73,AG,UNRS,0
2014,73,AG,UNSENAG,0
2014,73,AG,VUBR,0
2014,73,LITR,LITR,182.55
2014,73,MISC,BAPI,0
2014,73,MISC,GEMO2,0
2014,73,MISC,PIAT4,0
2014,73,MISC,QUAG,0
2014,73,MISC,QULO,0
2014,73,MISC,TODI,0
2014,73,MISC,UN,0
2014,73,MISC,UNAP,0
2014,73,MISC,UNAS,0
2014,73,MISC,UNBR,0
2014,73,MISC,UNFO,0
2014,73,MISC,UNGR,0
2014,73,MISC,UNSEN,0
2014,73,NF,LOPU3,0
2014,73,NF,MEPO3,0
2014,73,NF,TRDU2,0
2014,73,NF,TRHI4,0
2014,73,NF,TRSU3,0
2014,73,NF,UNLU,0
2014,73,NF,UNTR,0
2014,73,NF,VISA,3.55
2014,73,NF,VITE,0
2014,73,PF,CAOV4,0
2014,73,PF,CIVU,0
2014,73,PF,COAR4,0
2014,73,PF,CRVET,3.05
2014,73,PF,DISA9,0
2014,73,PF,PLLA,0
2014,73,PF,PSCA13,0
2014,73,PF,RUAC3,0
2014,73,PF,RUCR,0
2014,73,PF,SIBE,0
2014,73,PF,UNPL,0
2014,73,PF,UNRU,0
2014,73,PF,WYAN,0
2014,73,PG,DACA3,0
2014,73,PG,DACA3_S,0
2014,73,PG,ELGL,0
2014,73,PG,ELGL_S,0
2014,73,PG,ELMU3,0
2014,73,PG,NAPU4,0
2014,73,PG,NAPU4_S,0
2014,73,PG,PHAQ,0
2014,73,PG,UNGRP,0
2014,73,PG,UNGRPS,0
2014,73,PG,UNSENPG,0
2014,74,AF,ANAR,6.6
2014,74,AF,CAPY2,0
2014,74,AF,CEDA,0
2014,74,AF,CEGL2,0
2014,74,AF,CESO3,0
2014,74,AF,COCA5,0
2014,74,AF,CRSE11,0
2014,74,AF,EPBR3,0
2014,74,AF,ERBO,0
2014,74,AF,ERCI6,0
2014,74,AF,GEDI,22.55
2014,74,AF,HECOL3,0
2014,74,AF,HYGL2,0
2014,74,AF,KISP,0
2014,74,AF,LASE,0
2014,74,AF,LIHY3,0
2014,74,AF,LOGA2,0
2014,74,AF,MADI6,0
2014,74,AF,MAGR3,0
2014,74,AF,PAVI3,0
2014,74,AF,PIEC,0
2014,74,AF,PSLU6,0
2014,74,AF,SEVU,0
2014,74,AF,SOAS,0
2014,74,AF,TOAR,0
2014,74,AF,UNER,0
2014,74,AF,UNEU,0
2014,74,AF,UNFOA,0
2014,74,AF,UNGA,0
2014,74,AF,URPI,0
2014,74,AG,AICA,0
2014,74,AG,AVBA,217.45
2014,74,AG,AVFA,42.77
2014,74,AG,BRCO4,0
2014,74,AG,BRDI2,0
2014,74,AG,BRDI3,0
2014,74,AG,BRHO2,0
2014,74,AG,BRMA,0
2014,74,AG,BRMA3,0
2014,74,AG,BRMI2,0
2014,74,AG,GAPH2,0
2014,74,AG,HOMAG,0
2014,74,AG,JUBU,0
2014,74,AG,LOPEM2,0
2014,74,AG,UNAV,158.94
2014,74,AG,UNFE,0
2014,74,AG,UNGRA,48.94
2014,74,AG,UNHO,0
2014,74,AG,UNRS,0
2014,74,AG,UNSENAG,0
2014,74,AG,VUBR,0
2014,74,LITR,LITR,462.7
2014,74,MISC,BAPI,0
2014,74,MISC,GEMO2,0
2014,74,MISC,PIAT4,0
2014,74,MISC,QUAG,0
2014,74,MISC,QULO,0
2014,74,MISC,TODI,0
2014,74,MISC,UN,0
2014,74,MISC,UNAP,0
2014,74,MISC,UNAS,0
2014,74,MISC,UNBR,0
2014,74,MISC,UNFO,0
2014,74,MISC,UNGR,0
2014,74,MISC,UNSEN,0
2014,74,NF,LOPU3,0
2014,74,NF,MEPO3,0
2014,74,NF,TRDU2,0
2014,74,NF,TRHI4,0
2014,74,NF,TRSU3,0
2014,74,NF,UNLU,0
2014,74,NF,UNTR,0
2014,74,NF,VISA,0
2014,74,NF,VITE,0
2014,74,PF,CAOV4,0
2014,74,PF,CIVU,0
2014,74,PF,COAR4,0
2014,74,PF,CRVET,0
2014,74,PF,DISA9,0
2014,74,PF,PLLA,0
2014,74,PF,PSCA13,0
2014,74,PF,RUAC3,0
2014,74,PF,RUCR,0
2014,74,PF,SIBE,0
2014,74,PF,UNPL,0
2014,74,PF,UNRU,0
2014,74,PF,WYAN,0
2014,74,PG,DACA3,0
2014,74,PG,DACA3_S,0
2014,74,PG,ELGL,0
2014,74,PG,ELGL_S,0
2014,74,PG,ELMU3,0
2014,74,PG,NAPU4,0
2014,74,PG,NAPU4_S,0
2014,74,PG,PHAQ,0
2014,74,PG,UNGRP,0
2014,74,PG,UNGRPS,0
2014,74,PG,UNSENPG,0
2014,75,AF,ANAR,0
2014,75,AF,CAPY2,1.42
2014,75,AF,CEDA,0
2014,75,AF,CEGL2,0
2014,75,AF,CESO3,0
2014,75,AF,COCA5,0
2014,75,AF,CRSE11,0
2014,75,AF,EPBR3,0
2014,75,AF,ERBO,0
2014,75,AF,ERCI6,0
2014,75,AF,GEDI,10
2014,75,AF,HECOL3,0
2014,75,AF,HYGL2,0
2014,75,AF,KISP,0
2014,75,AF,LASE,0
2014,75,AF,LIHY3,0
2014,75,AF,LOGA2,0
2014,75,AF,MADI6,0
2014,75,AF,MAGR3,0
2014,75,AF,PAVI3,0
2014,75,AF,PIEC,0
2014,75,AF,PSLU6,0
2014,75,AF,SEVU,0
2014,75,AF,SOAS,0
2014,75,AF,TOAR,0
2014,75,AF,UNER,0
2014,75,AF,UNEU,0
2014,75,AF,UNFOA,0
2014,75,AF,UNGA,0
2014,75,AF,URPI,0
2014,75,AG,AICA,0
2014,75,AG,AVBA,0
2014,75,AG,AVFA,112.91
2014,75,AG,BRCO4,0
2014,75,AG,BRDI2,0
2014,75,AG,BRDI3,0
2014,75,AG,BRHO2,0
2014,75,AG,BRMA,0
2014,75,AG,BRMA3,0
2014,75,AG,BRMI2,0
2014,75,AG,GAPH2,0
2014,75,AG,HOMAG,0
2014,75,AG,JUBU,0
2014,75,AG,LOPEM2,0
2014,75,AG,UNAV,96.1
2014,75,AG,UNFE,0
2014,75,AG,UNGRA,97.52
2014,75,AG,UNHO,0
2014,75,AG,UNRS,0
2014,75,AG,UNSENAG,0
2014,75,AG,VUBR,0
2014,75,LITR,LITR,939.72
2014,75,MISC,BAPI,0
2014,75,MISC,GEMO2,0
2014,75,MISC,PIAT4,0
2014,75,MISC,QUAG,0
2014,75,MISC,QULO,0
2014,75,MISC,TODI,0
2014,75,MISC,UN,0
2014,75,MISC,UNAP,0
2014,75,MISC,UNAS,0
2014,75,MISC,UNBR,0
2014,75,MISC,UNFO,0
2014,75,MISC,UNGR,0
2014,75,MISC,UNSEN,0
2014,75,NF,LOPU3,0
2014,75,NF,MEPO3,0
2014,75,NF,TRDU2,0
2014,75,NF,TRHI4,0
2014,75,NF,TRSU3,0
2014,75,NF,UNLU,0
2014,75,NF,UNTR,0
2014,75,NF,VISA,1.56
2014,75,NF,VITE,0
2014,75,PF,CAOV4,0
2014,75,PF,CIVU,0
2014,75,PF,COAR4,0
2014,75,PF,CRVET,0
2014,75,PF,DISA9,0
2014,75,PF,PLLA,0
2014,75,PF,PSCA13,0
2014,75,PF,RUAC3,0
2014,75,PF,RUCR,0
2014,75,PF,SIBE,0
2014,75,PF,UNPL,0
2014,75,PF,UNRU,0
2014,75,PF,WYAN,0
2014,75,PG,DACA3,0
2014,75,PG,DACA3_S,0
2014,75,PG,ELGL,0
2014,75,PG,ELGL_S,0
2014,75,PG,ELMU3,0
2014,75,PG,NAPU4,515.82
2014,75,PG,NAPU4_S,0
2014,75,PG,PHAQ,0
2014,75,PG,UNGRP,0
2014,75,PG,UNGRPS,0
2014,75,PG,UNSENPG,0
2014,76,AF,ANAR,0
2014,76,AF,CAPY2,0
2014,76,AF,CEDA,0
2014,76,AF,CEGL2,0
2014,76,AF,CESO3,0
2014,76,AF,COCA5,0
2014,76,AF,CRSE11,0
2014,76,AF,EPBR3,0
2014,76,AF,ERBO,87.45
2014,76,AF,ERCI6,0
2014,76,AF,GEDI,17.38
2014,76,AF,HECOL3,0
2014,76,AF,HYGL2,0
2014,76,AF,KISP,0
2014,76,AF,LASE,0
2014,76,AF,LIHY3,0
2014,76,AF,LOGA2,0
2014,76,AF,MADI6,0
2014,76,AF,MAGR3,0
2014,76,AF,PAVI3,0
2014,76,AF,PIEC,0
2014,76,AF,PSLU6,0
2014,76,AF,SEVU,0
2014,76,AF,SOAS,0
2014,76,AF,TOAR,0
2014,76,AF,UNER,0
2014,76,AF,UNEU,0
2014,76,AF,UNFOA,0
2014,76,AF,UNGA,0
2014,76,AF,URPI,0
2014,76,AG,AICA,0
2014,76,AG,AVBA,1.99
2014,76,AG,AVFA,0
2014,76,AG,BRCO4,0
2014,76,AG,BRDI2,0
2014,76,AG,BRDI3,17.09
2014,76,AG,BRHO2,6.45
2014,76,AG,BRMA,0
2014,76,AG,BRMA3,0
2014,76,AG,BRMI2,0
2014,76,AG,GAPH2,0
2014,76,AG,HOMAG,0
2014,76,AG,JUBU,0
2014,76,AG,LOPEM2,0
2014,76,AG,UNAV,0
2014,76,AG,UNFE,0
2014,76,AG,UNGRA,9.65
2014,76,AG,UNHO,0
2014,76,AG,UNRS,0
2014,76,AG,UNSENAG,0
2014,76,AG,VUBR,8.58
2014,76,LITR,LITR,801.84
2014,76,MISC,BAPI,0
2014,76,MISC,GEMO2,0
2014,76,MISC,PIAT4,0
2014,76,MISC,QUAG,0
2014,76,MISC,QULO,0
2014,76,MISC,TODI,0
2014,76,MISC,UN,0
2014,76,MISC,UNAP,0
2014,76,MISC,UNAS,0
2014,76,MISC,UNBR,0
2014,76,MISC,UNFO,0
2014,76,MISC,UNGR,0
2014,76,MISC,UNSEN,0
2014,76,NF,LOPU3,0
2014,76,NF,MEPO3,0
2014,76,NF,TRDU2,0
2014,76,NF,TRHI4,0
2014,76,NF,TRSU3,0
2014,76,NF,UNLU,0
2014,76,NF,UNTR,0
2014,76,NF,VISA,1.06
2014,76,NF,VITE,0
2014,76,PF,CAOV4,10.71
2014,76,PF,CIVU,0
2014,76,PF,COAR4,0
2014,76,PF,CRVET,9.86
2014,76,PF,DISA9,0
2014,76,PF,PLLA,0
2014,76,PF,PSCA13,0
2014,76,PF,RUAC3,0
2014,76,PF,RUCR,0
2014,76,PF,SIBE,0
2014,76,PF,UNPL,0
2014,76,PF,UNRU,0
2014,76,PF,WYAN,0
2014,76,PG,DACA3,0
2014,76,PG,DACA3_S,0
2014,76,PG,ELGL,14.18
2014,76,PG,ELGL_S,0
2014,76,PG,ELMU3,0
2014,76,PG,NAPU4,33.9
2014,76,PG,NAPU4_S,0
2014,76,PG,PHAQ,0
2014,76,PG,UNGRP,0
2014,76,PG,UNGRPS,0
2014,76,PG,UNSENPG,0
2014,77,AF,ANAR,0
2014,77,AF,CAPY2,5.18
2014,77,AF,CEDA,0
2014,77,AF,CEGL2,0
2014,77,AF,CESO3,0
2014,77,AF,COCA5,0
2014,77,AF,CRSE11,0
2014,77,AF,EPBR3,0
2014,77,AF,ERBO,32.62
2014,77,AF,ERCI6,0
2014,77,AF,GEDI,5.04
2014,77,AF,HECOL3,0
2014,77,AF,HYGL2,0
2014,77,AF,KISP,0
2014,77,AF,LASE,0
2014,77,AF,LIHY3,0
2014,77,AF,LOGA2,0
2014,77,AF,MADI6,0
2014,77,AF,MAGR3,0
2014,77,AF,PAVI3,0
2014,77,AF,PIEC,0
2014,77,AF,PSLU6,0
2014,77,AF,SEVU,0
2014,77,AF,SOAS,0
2014,77,AF,TOAR,0
2014,77,AF,UNER,0
2014,77,AF,UNEU,0
2014,77,AF,UNFOA,0
2014,77,AF,UNGA,0
2014,77,AF,URPI,0
2014,77,AG,AICA,0
2014,77,AG,AVBA,129.93
2014,77,AG,AVFA,0
2014,77,AG,BRCO4,0
2014,77,AG,BRDI2,204.54
2014,77,AG,BRDI3,16.03
2014,77,AG,BRHO2,19.01
2014,77,AG,BRMA,0
2014,77,AG,BRMA3,0
2014,77,AG,BRMI2,0
2014,77,AG,GAPH2,0
2014,77,AG,HOMAG,0
2014,77,AG,JUBU,0
2014,77,AG,LOPEM2,0
2014,77,AG,UNAV,20.14
2014,77,AG,UNFE,0
2014,77,AG,UNGRA,28.87
2014,77,AG,UNHO,0
2014,77,AG,UNRS,0
2014,77,AG,UNSENAG,0
2014,77,AG,VUBR,0
2014,77,LITR,LITR,276.74
2014,77,MISC,BAPI,0
2014,77,MISC,GEMO2,0
2014,77,MISC,PIAT4,0
2014,77,MISC,QUAG,0
2014,77,MISC,QULO,0
2014,77,MISC,TODI,0
2014,77,MISC,UN,0
2014,77,MISC,UNAP,0
2014,77,MISC,UNAS,0
2014,77,MISC,UNBR,0
2014,77,MISC,UNFO,0
2014,77,MISC,UNGR,0
2014,77,MISC,UNSEN,0
2014,77,NF,LOPU3,0
2014,77,NF,MEPO3,0
2014,77,NF,TRDU2,0
2014,77,NF,TRHI4,0
2014,77,NF,TRSU3,0
2014,77,NF,UNLU,0
2014,77,NF,UNTR,0
2014,77,NF,VISA,0
2014,77,NF,VITE,0
2014,77,PF,CAOV4,0
2014,77,PF,CIVU,0
2014,77,PF,COAR4,0
2014,77,PF,CRVET,0
2014,77,PF,DISA9,0
2014,77,PF,PLLA,0
2014,77,PF,PSCA13,0
2014,77,PF,RUAC3,0
2014,77,PF,RUCR,0
2014,77,PF,SIBE,0
2014,77,PF,UNPL,0
2014,77,PF,UNRU,0
2014,77,PF,WYAN,0
2014,77,PG,DACA3,0
2014,77,PG,DACA3_S,0
2014,77,PG,ELGL,0
2014,77,PG,ELGL_S,0
2014,77,PG,ELMU3,0
2014,77,PG,NAPU4,0
2014,77,PG,NAPU4_S,0
2014,77,PG,PHAQ,0
2014,77,PG,UNGRP,0
2014,77,PG,UNGRPS,0
2014,77,PG,UNSENPG,0
2014,78,AF,ANAR,9.36
2014,78,AF,CAPY2,0
2014,78,AF,CEDA,0
2014,78,AF,CEGL2,0
2014,78,AF,CESO3,0
2014,78,AF,COCA5,0
2014,78,AF,CRSE11,0
2014,78,AF,EPBR3,0
2014,78,AF,ERBO,308.37
2014,78,AF,ERCI6,0
2014,78,AF,GEDI,0.14
2014,78,AF,HECOL3,0
2014,78,AF,HYGL2,0
2014,78,AF,KISP,0
2014,78,AF,LASE,0
2014,78,AF,LIHY3,0
2014,78,AF,LOGA2,0
2014,78,AF,MADI6,0
2014,78,AF,MAGR3,0
2014,78,AF,PAVI3,0
2014,78,AF,PIEC,0
2014,78,AF,PSLU6,0
2014,78,AF,SEVU,0
2014,78,AF,SOAS,0
2014,78,AF,TOAR,0
2014,78,AF,UNER,0
2014,78,AF,UNEU,0
2014,78,AF,UNFOA,0
2014,78,AF,UNGA,0
2014,78,AF,URPI,0
2014,78,AG,AICA,0
2014,78,AG,AVBA,0
2014,78,AG,AVFA,0
2014,78,AG,BRCO4,0
2014,78,AG,BRDI2,61.91
2014,78,AG,BRDI3,1.91
2014,78,AG,BRHO2,0.28
2014,78,AG,BRMA,0
2014,78,AG,BRMA3,0
2014,78,AG,BRMI2,0.14
2014,78,AG,GAPH2,0
2014,78,AG,HOMAG,0
2014,78,AG,JUBU,0
2014,78,AG,LOPEM2,0
2014,78,AG,UNAV,12.41
2014,78,AG,UNFE,0
2014,78,AG,UNGRA,10.78
2014,78,AG,UNHO,0
2014,78,AG,UNRS,0
2014,78,AG,UNSENAG,0
2014,78,AG,VUBR,0.07
2014,78,LITR,LITR,314.11
2014,78,MISC,BAPI,0
2014,78,MISC,GEMO2,0
2014,78,MISC,PIAT4,0
2014,78,MISC,QUAG,0
2014,78,MISC,QULO,0
2014,78,MISC,TODI,0
2014,78,MISC,UN,0
2014,78,MISC,UNAP,0
2014,78,MISC,UNAS,0
2014,78,MISC,UNBR,0
2014,78,MISC,UNFO,0
2014,78,MISC,UNGR,0
2014,78,MISC,UNSEN,0
2014,78,NF,LOPU3,0
2014,78,NF,MEPO3,0
2014,78,NF,TRDU2,0
2014,78,NF,TRHI4,0
2014,78,NF,TRSU3,0
2014,78,NF,UNLU,0
2014,78,NF,UNTR,0
2014,78,NF,VISA,0
2014,78,NF,VITE,0
2014,78,PF,CAOV4,0
2014,78,PF,CIVU,0
2014,78,PF,COAR4,0
2014,78,PF,CRVET,10.21
2014,78,PF,DISA9,0
2014,78,PF,PLLA,0
2014,78,PF,PSCA13,0
2014,78,PF,RUAC3,0
2014,78,PF,RUCR,0
2014,78,PF,SIBE,0
2014,78,PF,UNPL,0
2014,78,PF,UNRU,0
2014,78,PF,WYAN,0
2014,78,PG,DACA3,0
2014,78,PG,DACA3_S,0
2014,78,PG,ELGL,0
2014,78,PG,ELGL_S,0
2014,78,PG,ELMU3,0
2014,78,PG,NAPU4,20.28
2014,78,PG,NAPU4_S,0
2014,78,PG,PHAQ,0
2014,78,PG,UNGRP,0
2014,78,PG,UNGRPS,0
2014,78,PG,UNSENPG,0
2014,79,AF,ANAR,0
2014,79,AF,CAPY2,0
2014,79,AF,CEDA,0
2014,79,AF,CEGL2,0
2014,79,AF,CESO3,0
2014,79,AF,COCA5,0
2014,79,AF,CRSE11,0
2014,79,AF,EPBR3,0
2014,79,AF,ERBO,308.37
2014,79,AF,ERCI6,0
